Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,is_dropout,academic_performance,success_ratio,student_age,has_debt,has_scholarship,fees_updated,actual_status,predicted_status,prediction_probability,status_label,prediction_label,prediction_correct,risk_level
5,17,5,9500,1,1,143.0,1,37,38,5,8,133.5,1,0,0,1,0,1,18,0,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,12.7,3.7,-1.7,0,12.114285714285714,0.8749994531253418,18,0,1,1,0,0,0.049530197,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,4,9670,1,1,125.0,1,1,38,4,7,114.9,1,0,0,1,0,1,19,0,0,6,8,6,13.375,0,0,6,7,6,12.285714285714286,0,11.1,0.6,2.02,0,12.830357142857142,0.9999991666673611,19,0,1,1,0,0,0.03607727,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
2,39,1,9991,0,1,120.0,1,37,19,5,3,156.0,1,0,0,1,1,0,33,0,0,5,5,5,14.2,0,0,5,6,5,13.833333333333334,0,10.8,1.4,1.74,0,14.016666666666666,0.9999990000010001,33,0,0,1,0,0,0.07708334,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,1,9085,1,1,133.1,1,1,19,9,9,162.3,1,0,0,1,0,0,24,0,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,1,5.5,0.16666652777789354,24,0,0,1,1,1,0.79800314,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,1,9670,1,1,143.0,1,3,38,2,9,144.1,1,0,0,1,0,0,19,0,0,6,7,5,12.6,0,0,6,10,5,12.375,0,10.8,1.4,1.74,0,12.4875,0.8333326388894676,19,0,0,1,0,0,0.10318284,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,171,1,1,150.0,1,3,3,2,5,154.6,1,0,0,1,0,0,19,0,6,12,13,12,12.333333333333334,0,4,11,12,10,12.727272727272728,0,8.9,1.4,3.51,1,12.530303030303031,0.9565213232515986,19,0,0,1,1,0,0.03275164,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Rendah
1,1,1,9500,1,1,129.0,1,19,19,5,5,119.6,1,0,0,1,0,1,20,0,0,7,8,7,14.00375,0,0,8,11,7,13.812857142857142,0,15.5,2.8,-4.06,0,13.908303571428572,0.9333327111115259,20,0,1,1,0,0,0.03948592,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,4,9500,1,1,136.0,1,19,38,4,8,125.5,1,0,0,1,0,1,21,0,0,7,7,6,14.033333333333331,0,0,7,7,6,14.033333333333331,0,7.6,2.6,0.32,0,14.033333333333331,0.8571422448983965,21,0,1,1,0,0,0.03026998,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,43,1,9130,1,1,100.0,41,3,4,3,2,100.0,0,0,0,1,0,0,19,1,0,5,10,5,14.857142857142858,2,0,5,7,5,15.142857142857142,0,9.4,-0.8,-3.12,0,15.0,0.9999990000010001,19,0,0,1,0,0,0.04876734,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,4,9070,1,1,128.0,1,1,1,9,10,136.1,1,0,1,0,1,0,19,0,0,6,6,6,12.666666666666666,0,0,6,8,5,11.8,0,11.1,0.6,2.02,1,12.233333333333334,0.9166659027784144,19,1,0,0,1,0,0.28301793,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Sedang
1,1,1,171,1,1,136.0,1,3,3,1,2,152.5,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0,0.0,0.0,20,0,0,1,0,0,0.37360466,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Sedang
1,44,1,9003,1,39,150.0,1,37,38,4,8,150.0,0,0,0,1,0,1,21,0,0,6,9,6,12.666666666666666,0,0,6,8,5,12.8,0,13.9,-0.3,0.79,0,12.733333333333334,0.9166659027784144,21,0,1,1,0,0,0.027544862,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,5,9119,1,1,118.0,1,1,19,9,9,120.5,1,0,0,1,1,0,20,0,0,5,10,3,13.333333333333334,0,0,5,11,5,13.571428571428571,0,12.4,0.5,1.79,0,13.452380952380953,0.7999992000008,20,0,0,1,0,0,0.090785995,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,1,9085,1,1,133.1,1,3,19,2,9,110.0,0,0,0,1,0,0,28,0,0,6,15,4,12.0,0,0,6,14,4,12.0,0,11.1,0.6,2.02,1,12.0,0.6666661111115741,28,0,0,1,1,0,0.39541343,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Sedang
1,39,1,9991,0,1,133.1,1,19,38,7,4,125.7,0,0,0,1,0,0,26,0,0,5,9,2,12.0,0,0,5,9,3,11.0,0,10.8,1.4,1.74,1,11.5,0.49999950000050003,26,0,0,1,1,1,0.8201671,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,17,1,9991,0,1,154.0,1,38,38,4,5,134.1,0,0,0,1,0,0,24,0,0,5,9,2,11.5,0,0,5,11,3,14.333333333333334,1,7.6,2.6,0.32,0,12.916666666666668,0.49999950000050003,24,0,0,1,0,1,0.5292186,Tidak Dropout,Diprediksi Dropout,Salah,Risiko Tinggi
5,39,1,9853,1,19,133.1,1,37,37,9,8,118.0,0,0,0,1,0,0,27,0,0,7,14,6,11.666666666666666,0,0,7,10,1,10.0,0,12.4,0.5,1.79,1,10.833333333333332,0.49999964285739795,27,0,0,1,1,1,0.888842,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,17,2,9853,1,1,123.0,1,1,1,3,9,116.7,1,0,0,1,0,0,19,0,0,6,8,5,13.0,0,0,6,8,4,10.75,0,9.4,-0.8,-3.12,0,11.875,0.7499993750005208,19,0,0,1,0,0,0.27987558,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Sedang
1,44,1,9238,1,39,140.0,1,19,19,8,8,144.3,1,0,0,1,0,1,19,0,3,6,7,6,13.142857142857142,0,2,6,6,6,14.333333333333334,0,12.4,0.5,1.79,0,13.738095238095237,0.9999991666673611,19,0,1,1,0,0,0.011992166,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,44,1,9003,1,39,150.0,1,3,19,2,6,150.0,0,0,0,1,1,0,20,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,1,0.0,0.0,20,0,0,1,1,1,0.5084876,Dropout,Diprediksi Dropout,Benar,Risiko Tinggi
1,1,6,9500,1,1,150.0,1,37,38,9,9,131.5,1,0,0,1,0,1,19,0,0,8,8,7,12.657142857142857,0,0,8,8,7,12.657142857142857,0,12.7,3.7,-1.7,0,12.657142857142857,0.8749994531253418,19,0,1,1,0,0,0.05678155,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,5,9238,1,1,134.0,1,38,37,9,9,126.0,0,0,1,0,0,0,21,0,0,6,10,5,11.833333333333334,0,0,6,10,5,13.2,0,13.9,-0.3,0.79,1,12.516666666666666,0.8333326388894676,21,1,0,0,1,0,0.4859413,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Sedang
1,1,1,9500,1,1,138.0,1,38,19,9,5,144.3,0,0,0,1,0,0,20,0,0,7,9,6,12.7,0,0,8,8,7,13.571428571428571,0,13.9,-0.3,0.79,0,13.135714285714286,0.8666660888892741,20,0,0,1,0,0,0.03846853,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9500,1,1,117.0,1,3,1,3,3,113.2,0,1,0,1,0,0,18,0,0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,0,12.6025,0.8666660888892741,18,0,0,1,0,0,0.05164773,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,1,9238,1,1,153.0,1,38,38,7,7,159.7,1,0,0,1,0,1,18,0,0,6,7,6,15.142857142857142,0,0,6,6,6,15.833333333333334,0,12.7,3.7,-1.7,0,15.488095238095237,0.9999991666673611,18,0,1,1,0,0,0.025539353,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9773,1,1,128.0,1,1,19,4,4,124.5,0,0,0,1,1,1,19,0,0,6,10,4,14.0,0,0,6,9,6,12.333333333333334,0,9.4,-0.8,-3.12,0,13.166666666666668,0.8333326388894676,19,0,1,1,0,0,0.07519961,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
2,39,1,9500,1,19,133.1,1,37,38,9,7,100.5,1,0,0,1,1,0,43,0,0,8,8,7,11.635714285714286,0,0,8,8,7,11.635714285714286,0,10.8,1.4,1.74,0,11.635714285714286,0.8749994531253418,43,0,0,1,0,0,0.05409235,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,1,9003,1,1,150.0,1,37,19,6,4,137.0,0,0,0,1,1,0,35,0,1,6,7,5,12.8,0,1,6,11,5,13.833333333333334,0,15.5,2.8,-4.06,0,13.316666666666666,0.8333326388894676,35,0,0,1,0,0,0.085346475,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,1,9500,1,1,133.1,1,37,37,7,7,124.5,0,0,0,0,1,0,38,0,0,7,11,5,12.18,0,0,7,11,4,11.8125,0,11.1,0.6,2.02,1,11.99625,0.6428566836737974,38,0,0,0,1,1,0.9243853,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,4,9500,1,1,128.0,1,19,1,4,4,124.3,1,0,0,1,1,0,19,0,0,8,8,7,12.665714285714284,0,0,8,8,7,12.665714285714284,0,10.8,1.4,1.74,0,12.665714285714284,0.8749994531253418,19,0,0,1,0,0,0.045734953,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9254,1,1,121.0,1,1,1,5,4,111.9,1,0,0,0,1,0,20,0,0,6,14,2,10.5,0,0,6,16,0,0.0,0,10.8,1.4,1.74,1,5.25,0.16666652777789354,20,0,0,0,1,1,0.9590513,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,51,1,9070,1,1,130.0,1,19,19,5,7,124.5,0,0,0,1,0,1,20,0,5,11,11,11,13.818181818181818,0,5,11,11,11,13.454545454545457,0,11.1,0.6,2.02,0,13.636363636363637,0.9999995454547521,20,0,1,1,0,0,0.018313913,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,1,9670,1,1,133.1,1,37,37,90,90,97.4,0,0,1,0,1,0,44,0,0,6,9,1,14.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,1,7.0,0.08333326388894677,44,1,0,0,1,1,0.99334747,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,4,9147,1,1,126.0,1,1,19,4,8,120.1,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,0,13.5,0.9999990000010001,19,0,0,1,0,0,0.04518347,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,6,9500,1,1,122.0,1,1,1,3,7,114.3,1,0,0,1,1,0,18,0,0,7,8,6,13.976666666666668,0,0,8,12,6,12.041666666666666,1,11.1,0.6,2.02,0,13.009166666666667,0.7999994666670223,18,0,0,1,0,0,0.08480366,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
2,39,1,9773,1,19,133.1,1,37,37,6,6,162.0,0,0,1,1,1,1,49,0,0,6,8,6,12.285714285714286,0,0,6,7,6,14.166666666666666,0,10.8,1.4,1.74,0,13.226190476190476,0.9999991666673611,49,1,1,1,0,0,0.06545882,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,5,9500,1,1,139.0,1,38,37,7,7,126.3,1,0,0,1,0,1,18,0,0,8,8,8,13.435,0,0,8,8,8,13.435,0,9.4,-0.8,-3.12,0,13.435,0.9999993750003906,18,0,1,1,0,0,0.014290442,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9238,1,1,106.0,1,1,1,3,3,105.0,0,0,0,1,1,0,20,0,0,6,9,5,11.0,0,0,6,9,5,12.166666666666666,0,11.1,0.6,2.02,0,11.583333333333332,0.8333326388894676,20,0,0,1,0,0,0.073421605,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,3,9773,1,1,153.0,1,3,1,2,8,137.6,1,0,0,1,0,0,18,0,0,6,6,6,16.0,0,0,6,7,6,14.333333333333334,0,12.4,0.5,1.79,0,15.166666666666668,0.9999991666673611,18,0,0,1,0,0,0.08879494,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
5,39,1,9991,0,1,120.0,1,37,37,9,9,138.1,0,0,0,1,1,1,37,0,0,5,8,5,13.0,0,0,5,11,4,13.333333333333334,2,16.2,0.3,-0.92,1,13.166666666666668,0.8999991000009,37,0,1,1,1,0,0.08262092,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Rendah
1,1,1,9773,1,1,120.0,1,36,37,0,0,126.7,1,0,0,1,1,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,7.6,2.6,0.32,0,12.05,0.7499993750005208,20,0,0,1,0,0,0.29171398,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Sedang
1,44,1,9070,1,39,120.0,1,19,1,9,3,120.0,1,0,0,1,1,0,23,0,2,7,8,5,12.2,0,5,9,10,7,12.142857142857142,1,16.2,0.3,-0.92,1,12.17142857142857,0.749999531250293,23,0,0,1,1,0,0.3464791,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Sedang
6,39,1,9991,0,12,130.0,1,37,37,90,90,119.0,1,0,0,0,1,0,55,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1,0.0,0.0,55,0,0,0,1,1,0.9908852,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,1,9130,1,1,132.0,1,3,1,4,9,121.9,1,0,0,1,0,0,18,0,0,6,8,6,14.5,0,0,6,9,6,12.857142857142858,0,13.9,-0.3,0.79,0,13.678571428571429,0.9999991666673611,18,0,0,1,0,0,0.041557495,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,16,1,171,1,1,122.0,1,19,37,9,7,133.9,1,0,0,1,1,0,25,0,9,13,16,10,11.454545454545457,0,5,11,13,7,12.25,0,12.4,0.5,1.79,1,11.852272727272728,0.7083330381945674,25,0,0,1,1,0,0.47194856,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Sedang
1,1,6,9773,1,1,133.1,1,1,37,3,3,100.0,1,0,1,0,0,0,20,0,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,1,0.0,0.0,20,1,0,0,1,1,0.99383014,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,1,9254,1,1,133.1,1,38,1,9,9,121.0,0,0,1,0,1,0,21,0,0,6,9,5,11.833333333333334,0,0,6,8,5,10.0,0,8.9,1.4,3.51,1,10.916666666666668,0.8333326388894676,21,1,0,0,1,0,0.34383154,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Sedang
1,1,1,9070,1,1,133.1,1,19,19,7,7,117.0,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,1,0.0,0.0,20,0,0,1,1,1,0.8595891,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
2,43,1,9991,0,1,130.0,1,37,37,9,9,128.2,0,0,0,1,0,0,34,0,3,8,9,3,11.0,0,2,7,7,2,10.0,0,9.4,-0.8,-3.12,1,10.5,0.3333331111112593,34,0,0,1,1,1,0.83979464,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,3,9773,1,1,130.0,1,19,19,5,5,157.0,1,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,1,0.0,0.0,18,0,0,0,1,1,0.98621213,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,17,1,9003,1,1,126.0,1,37,3,5,2,116.9,0,0,0,1,1,0,19,0,0,6,10,6,13.666666666666666,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,1,12.958333333333332,0.8333326388894676,19,0,0,1,1,0,0.08266595,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Rendah
1,18,6,9500,1,1,126.0,1,37,37,5,5,122.8,1,0,0,1,0,0,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,0,12.93375,0.9999993750003906,18,0,0,1,0,0,0.014453272,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,2,9147,1,1,116.0,1,1,38,4,3,114.6,1,0,0,1,0,0,19,0,0,5,15,2,10.75,0,0,5,11,2,10.0,0,13.9,-0.3,0.79,1,10.375,0.3999996000004,19,0,0,1,1,1,0.63835204,Dropout,Diprediksi Dropout,Benar,Risiko Tinggi
1,1,1,9147,1,1,133.0,1,38,38,7,7,147.0,0,0,0,1,0,1,18,0,0,5,7,4,13.0,0,0,5,8,3,12.333333333333334,0,9.4,-0.8,-3.12,0,12.666666666666668,0.6999993000007,18,0,1,1,0,0,0.08883498,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9070,1,1,136.0,1,1,38,4,5,132.2,0,0,1,1,0,0,19,0,0,6,6,6,13.833333333333334,0,0,6,8,6,13.875,0,10.8,1.4,1.74,0,13.854166666666668,0.9999991666673611,19,1,0,1,0,0,0.037878904,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,3,9773,1,1,135.0,1,3,1,2,4,129.8,1,0,0,1,1,0,20,0,0,6,6,5,12.8,0,0,6,11,3,12.75,0,15.5,2.8,-4.06,0,12.775,0.6666661111115741,20,0,0,1,0,1,0.504317,Tidak Dropout,Diprediksi Dropout,Salah,Risiko Tinggi
2,39,1,9003,1,1,120.0,1,37,37,9,9,155.8,0,0,0,1,1,0,29,0,0,6,9,6,16.11111111111111,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,0,14.805555555555555,0.9999991666673611,29,0,0,1,0,0,0.08395599,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,3,9085,1,1,138.0,1,1,1,4,8,128.7,1,0,0,1,0,0,18,0,0,6,7,6,14.666666666666666,0,0,6,12,6,13.833333333333334,0,8.9,1.4,3.51,0,14.25,0.9999991666673611,18,0,0,1,0,0,0.029527372,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,53,1,9070,1,42,130.0,1,40,19,3,5,130.0,1,0,0,0,0,1,22,0,0,6,8,6,11.0,0,0,6,10,4,12.0,0,8.9,1.4,3.51,0,11.5,0.8333326388894676,22,0,1,0,0,0,0.17639108,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,1,9147,1,1,140.0,1,12,3,4,3,118.0,1,0,0,1,0,0,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1,0.0,0.0,24,0,0,1,1,1,0.9050417,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
2,2,1,9147,1,2,120.0,1,37,37,9,9,120.0,0,0,0,0,1,0,57,0,12,15,17,12,11.75,0,9,14,16,9,12.22222222222222,0,9.4,-0.8,-3.12,1,11.98611111111111,0.724137681331834,57,0,0,0,1,1,0.9536088,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,1,9500,1,1,140.0,1,38,37,9,7,130.0,1,0,0,1,1,1,18,0,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,0,13.183333333333332,0.8571422448983965,18,0,1,1,0,0,0.03755367,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,1,9254,1,1,119.0,1,37,37,5,4,118.0,1,0,0,1,1,0,19,0,0,6,13,2,10.5,0,0,6,11,1,12.0,0,10.8,1.4,1.74,1,11.25,0.24999979166684028,19,0,0,1,1,1,0.7771496,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,39,1,9991,0,1,130.0,1,1,1,4,10,115.2,0,0,0,1,1,0,24,0,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0,12.4,0.5,1.79,0,12.333333333333332,0.8999991000009,24,0,0,1,0,0,0.14843802,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,2,9500,1,1,129.0,1,38,19,5,7,124.0,1,0,0,1,0,1,18,0,0,8,8,7,14.312857142857142,0,0,8,8,7,14.312857142857142,0,10.8,1.4,1.74,0,14.312857142857142,0.8749994531253418,18,0,1,1,0,0,0.031901706,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,51,1,9147,1,1,135.0,1,1,1,4,4,118.5,0,0,0,1,0,0,25,0,0,5,12,2,10.5,0,0,5,5,0,0.0,0,11.1,0.6,2.02,1,5.25,0.1999998000002,25,0,0,1,1,1,0.9138888,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,1,1,171,1,1,174.0,1,5,3,3,3,157.9,0,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0,0.0,0.0,18,0,0,1,0,0,0.32924566,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Sedang
1,1,1,9500,1,1,118.0,1,38,38,7,7,115.2,1,0,0,1,0,0,19,0,0,7,9,6,12.97166666666667,0,0,8,9,7,12.321428571428571,0,11.1,0.6,2.02,0,12.64654761904762,0.8666660888892741,19,0,0,1,0,0,0.04812656,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,3,9500,1,1,138.0,1,3,3,4,5,130.0,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,1,15.024999999999999,0.9999993333337778,18,0,0,1,1,0,0.044552512,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Rendah
1,7,1,9085,1,40,140.0,1,5,3,2,2,140.0,0,0,1,1,1,0,27,0,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,1,13.95,0.5416664409723163,27,1,0,1,1,1,0.64143664,Dropout,Diprediksi Dropout,Benar,Risiko Tinggi
1,18,6,9500,1,1,124.0,1,37,37,9,7,117.8,0,0,0,1,0,1,20,0,0,8,8,7,12.791428571428572,1,0,8,8,7,12.791428571428572,1,10.8,1.4,1.74,0,12.791428571428572,0.8749994531253418,20,0,1,1,0,0,0.028201712,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,4,9238,1,1,124.0,1,19,19,5,8,117.7,1,0,0,1,0,0,18,0,0,6,10,5,12.0,0,0,6,11,4,12.0,0,16.2,0.3,-0.92,0,12.0,0.7499993750005208,18,0,0,1,0,0,0.11941282,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
2,39,1,9500,1,1,130.0,1,37,37,191,183,163.7,0,0,0,1,0,0,35,0,0,7,11,5,13.34,0,0,7,9,5,10.84,0,12.4,0.5,1.79,0,12.09,0.7142852040819971,35,0,0,1,0,0,0.053115387,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,1,1,9085,1,1,151.0,1,3,3,1,90,161.9,0,0,0,1,0,0,18,0,0,5,6,4,13.75,0,0,5,8,5,14.857142857142858,0,7.6,2.6,0.32,0,14.303571428571429,0.8999991000009,18,0,0,1,0,0,0.07097876,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,44,1,9003,1,39,140.0,1,19,38,9,10,140.0,0,0,0,1,1,0,19,0,0,6,15,3,13.25,0,0,6,9,1,12.0,0,13.9,-0.3,0.79,1,12.625,0.33333305555578707,19,0,0,1,1,0,0.4721635,Dropout,Diprediksi Tidak Dropout,Salah,Risiko Sedang
1,39,1,9130,1,1,133.1,1,1,1,90,1,120.0,1,0,1,0,1,0,41,0,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,1,0.0,0.0,41,1,0,0,1,1,0.99302447,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,18,2,9853,1,1,111.0,1,38,38,191,171,105.8,1,0,0,1,0,0,19,0,0,7,7,7,13.142857142857142,0,0,7,8,7,12.857142857142858,0,8.9,1.4,3.51,0,13.0,0.9999992857147959,19,0,0,1,0,0,0.010411635,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,43,1,9003,1,1,120.0,1,37,37,5,9,120.0,1,0,0,1,1,0,39,0,0,6,8,0,0.0,0,1,6,8,2,11.0,0,16.2,0.3,-0.92,1,5.5,0.16666652777789354,39,0,0,1,1,1,0.86739576,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
1,17,2,9500,1,1,131.0,1,19,37,9,7,129.8,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,12.4,0.5,1.79,0,14.51,0.8666660888892741,20,0,0,1,0,0,0.055852424,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,44,1,9130,1,39,130.0,1,38,19,9,9,150.0,0,0,0,1,1,0,24,0,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,1,12.625,0.49999958333368055,24,0,0,1,1,1,0.71863,Dropout,Diprediksi Dropout,Benar,Risiko Tinggi
1,17,3,9670,1,1,110.0,1,19,1,4,4,107.5,1,0,0,1,0,1,18,0,0,6,11,4,12.25,0,0,6,10,4,11.0,0,12.7,3.7,-1.7,1,11.625,0.6666661111115741,18,0,1,1,1,1,0.51504165,Dropout,Diprediksi Dropout,Benar,Risiko Tinggi
1,43,1,9500,1,1,128.0,1,1,19,9,8,100.0,1,0,0,1,0,0,20,0,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,0,13.95625,0.9999993333337778,20,0,0,1,0,0,0.026179526,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,17,1,9147,1,1,122.0,1,19,19,4,6,119.9,0,0,0,1,0,1,21,0,0,5,6,5,11.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,0,11.8,0.9999990000010001,21,0,1,1,0,0,0.02612133,Tidak Dropout,Diprediksi Tidak Dropout,Benar,Risiko Rendah
1,39,1,9670,1,1,120.0,1,34,34,0,0,106.0,1,0,0,0,1,0,28,0,0,5,7,3,11.666666666666666,0,0,5,8,2,11.5,1,7.6,2.6,0.32,1,11.583333333333332,0.49999950000050003,28,0,0,0,1,1,0.9783685,Dropout,Diprediksi Dropout,Benar,Risiko Sangat Tinggi
